a,b
-0.23,59.34429931640625
-0.22,59.32497787475586
-0.21,59.3061408996582
-0.2,59.28780746459961
-0.19,59.27043914794922
-0.18,59.25269317626953
-0.17,59.23495864868164
-0.16,59.2181282043457
-0.15,59.202117919921875
-0.14,59.18659591674805
-0.13,59.17209243774414
-0.12,59.15843963623047
-0.11,59.145381927490234
-0.1,59.133304595947266
-0.095,59.1276741027832
-0.09,59.122222900390625
-0.085,59.117042541503906
-0.08,59.112098693847656
-0.075,59.10744094848633
-0.07,59.103065490722656
-0.065,59.098976135253906
-0.06,59.09519577026367
-0.055,59.091758728027344
-0.05,59.08863067626953
-0.045,59.0858268737793
-0.04,59.083282470703125
-0.035,59.081077575683594
-0.03,59.07929229736328
-0.025,59.077816009521484
-0.02,59.076560974121094
-0.015,59.07539749145508
-0.01,59.07460403442383
-0.005,59.074214935302734
-0.0,59.074058532714844
0.0,59.074058532714844
0.005,59.074073791503906
0.01,59.07440948486328
0.015,59.07512664794922
0.02,59.0760498046875
0.025,59.0772705078125
0.03,59.078758239746094
0.035,59.08052444458008
0.04,59.0825080871582
0.045,59.0847053527832
0.05,59.087223052978516
0.055,59.0900993347168
0.06,59.093238830566406
0.065,59.09665298461914
0.07,59.10027313232422
0.075,59.10411834716797
0.08,59.10822677612305
0.085,59.11250305175781
0.09,59.116966247558594
0.095,59.12164306640625
0.1,59.12657165527344
0.11,59.13700866699219
0.12,59.148136138916016
0.13,59.16019821166992
0.14,59.17256546020508
0.15,59.18564224243164
0.16,59.19898986816406
0.17,59.21272659301758
0.18,59.22735595703125
0.19,59.24290466308594
0.2,59.25919723510742
0.21,59.27625274658203
0.22,59.29437255859375
0.23,59.3133659362793
0.24,59.33314895629883
0.25,59.35380172729492
0.26,59.37496566772461
0.27,59.39686965942383
0.28,59.41972351074219
0.29,59.44291687011719
0.3,59.467124938964844
0.31,59.492061614990234
0.32,59.51675033569336
0.33,59.54189682006836
0.34,59.5677490234375
0.35,59.59365463256836
0.36,59.619529724121094
0.37,59.64608383178711
0.38,59.67347717285156
0.39,59.701385498046875
0.4,59.729957580566406
0.41,59.759098052978516
0.42,59.7889289855957
0.43,59.81953430175781
0.44,59.85066604614258
0.45,59.88237762451172
0.46,59.9146614074707
0.47,59.94753646850586
0.48,59.98079299926758
0.49,60.01430892944336
0.5,60.04831314086914
0.55,60.225791931152344
0.6,60.41127395629883
0.65,60.59908676147461
0.7,60.79722595214844
0.75,61.00419616699219
0.8,61.217811584472656
0.85,61.43672180175781
0.9,61.65811538696289
0.95,61.88236618041992
1.0,62.11074447631836
1.05,62.342185974121094
1.1,62.574867248535156
1.15,62.80841827392578
1.2,63.041404724121094
1.25,63.27619552612305
1.3,63.51340866088867
1.35,63.75126266479492
1.4,63.98854064941406
1.45,64.22537231445312
1.5,64.4593734741211
1.55,64.69210052490234
1.6,64.921875
1.65,65.1458511352539
1.7,65.3633804321289
1.75,65.57720184326172
1.8,65.78372955322266
1.85,65.98002624511719
1.9,66.16434478759766
1.95,66.33458709716797
2.0,66.49513244628906
2.05,66.64723205566406
2.1,66.79168701171875
2.15,66.92697143554688
2.2,67.0570068359375
2.25,67.18009948730469
2.3,67.29673767089844
2.35,67.40386962890625
2.4,67.50711822509766
2.45,67.6018295288086
2.5,67.68744659423828
2.55,67.77445220947266
2.6,67.86227416992188
2.65,67.94615936279297
2.7,68.02740478515625
2.75,68.09174346923828
2.8,68.14702606201172
2.85,68.19634246826172
2.9,68.24118041992188
2.95,68.27848052978516
3.0,68.30731964111328
3.05,68.33253479003906
3.1,68.35431671142578
3.15,68.37228393554688
3.2,68.38418579101562
3.25,68.3946533203125
3.3,68.39535522460938
3.35,68.39218139648438
3.4,68.38609313964844
3.45,68.37199401855469
3.5,68.3578109741211
3.55,68.33990478515625
3.6,68.3244857788086
3.65,68.3115005493164
3.7,68.30027770996094
3.75,68.29010772705078
3.8,68.27640533447266
3.85,68.2596664428711
3.9,68.23603057861328
3.95,68.21211242675781
4.0,68.19058227539062
4.05,68.17760467529297
4.1,68.17013549804688
4.15,68.1683120727539
4.2,68.16850280761719
4.25,68.16719055175781
4.3,68.15906524658203
4.35,68.15186309814453
4.4,68.14559173583984
4.45,68.13270568847656
4.5,68.12059783935547
4.55,68.11109924316406
4.6,68.10186004638672
4.65,68.09394836425781
4.7,68.08522033691406
4.75,68.08032989501953
4.8,68.07825469970703
4.85,68.08080291748047
4.9,68.0848159790039
4.95,68.0936279296875
5.0,68.11054229736328
5.1,68.15900421142578
5.2,68.22018432617188
5.3,68.29620361328125
5.4,68.38739776611328
5.5,68.49020385742188
5.6,68.60124206542969
5.7,68.71929168701172
5.8,68.83767700195312
5.9,68.96178436279297
6.0,69.09244537353516
6.1,69.23290252685547
6.2,69.38256072998047
6.3,69.54096221923828
6.4,69.71065521240234
6.5,69.88469696044922
6.6,70.05853271484375
6.7,70.24260711669922
6.8,70.44444274902344
6.9,70.65691375732422
7.0,70.88053894042969
7.1,71.11688232421875
7.2,71.35652160644531
7.3,71.59737396240234
7.4,71.85240173339844
7.5,72.12425994873047
7.6,72.41413879394531
7.7,72.71895599365234
7.8,73.0401840209961
7.9,73.37349700927734
8.0,73.72689056396484
8.1,74.09410095214844
8.2,74.47550964355469
8.3,74.8681640625
8.4,75.2630386352539
8.5,75.65507507324219
8.6,76.0444564819336
8.7,76.4415054321289
8.8,76.85173034667969
8.9,77.27764129638672
9.0,77.7182388305664
9.1,78.1677017211914
9.2,78.63341522216797
9.3,79.10582733154297
9.4,79.58060455322266
9.5,80.06177520751953
9.6,80.55760955810547
9.7,81.06965637207031
9.8,81.58965301513672
9.9,82.11724853515625
10.0,82.65068054199219
