a,b
-0.12,54.15902328491211
-0.11,54.152076721191406
-0.1,54.145816802978516
-0.095,54.142967224121094
-0.09,54.14032745361328
-0.085,54.138004302978516
-0.08,54.13602066040039
-0.075,54.13438415527344
-0.07,54.1331787109375
-0.065,54.13245391845703
-0.06,54.1322021484375
-0.055,54.13249588012695
-0.05,54.13359832763672
-0.045,54.135738372802734
-0.04,54.13870620727539
-0.035,54.14213943481445
-0.03,54.14657974243164
-0.025,54.151432037353516
-0.02,54.15645217895508
-0.015,54.161643981933594
-0.01,54.16696548461914
-0.005,54.172279357910156
0.0,54.17730712890625
-0.0,54.17730712890625
0.005,54.18193435668945
0.01,54.186058044433594
0.015,54.1899299621582
0.02,54.193634033203125
0.025,54.197174072265625
0.03,54.20079040527344
0.035,54.20453643798828
0.04,54.208457946777344
0.045,54.2122688293457
0.05,54.21602249145508
0.055,54.2197265625
0.06,54.22357177734375
0.065,54.22749710083008
0.07,54.23140335083008
0.075,54.23536682128906
0.08,54.23939514160156
0.085,54.243526458740234
0.09,54.247703552246094
0.095,54.25196838378906
0.1,54.25630187988281
0.11,54.26518630981445
0.12,54.27416229248047
0.13,54.2834587097168
0.14,54.29286575317383
0.15,54.30259704589844
0.16,54.31251907348633
0.17,54.32305908203125
0.18,54.33382034301758
0.19,54.34510803222656
0.2,54.35637283325195
0.21,54.36862564086914
0.22,54.38298797607422
0.23,54.4022102355957
0.24,54.42841339111328
0.25,54.45934295654297
0.26,54.48884582519531
0.27,54.51382827758789
0.28,54.5339241027832
0.29,54.55194091796875
0.3,54.569095611572266
0.31,54.58407974243164
0.32,54.5984992980957
0.33,54.612125396728516
0.34,54.625667572021484
0.35,54.639556884765625
0.36,54.65351486206055
0.37,54.667747497558594
0.38,54.682044982910156
0.39,54.69681930541992
0.4,54.71217727661133
0.41,54.72800827026367
0.42,54.74291229248047
0.43,54.757320404052734
0.44,54.771995544433594
0.45,54.78723907470703
0.46,54.803165435791016
0.47,54.81907272338867
0.48,54.835479736328125
0.49,54.85258865356445
0.5,54.87013626098633
0.55,54.96574020385742
0.6,55.07310485839844
0.65,55.16292953491211
0.7,55.24967956542969
0.75,55.332157135009766
0.8,55.40737533569336
0.85,55.46274185180664
0.9,55.49818801879883
0.95,55.56678009033203
1.0,55.71155548095703
1.05,55.81759262084961
1.1,55.903663635253906
1.15,55.99405288696289
1.2,56.08855438232422
1.25,56.187904357910156
1.3,56.28303909301758
