a,b
6.5,235.76361083984375
6.6,239.2598876953125
6.7,242.72593688964844
6.8,246.16213989257812
6.9,249.558349609375
7.0,252.92100524902344
7.1,256.2513122558594
7.2,259.5513610839844
7.3,262.81640625
7.4,266.0474548339844
7.5,269.24468994140625
7.6,272.4210510253906
7.7,275.57562255859375
7.8,278.7119140625
7.9,281.8197326660156
8.0,284.89398193359375
8.1,287.9332580566406
8.2,290.9332275390625
8.3,293.89666748046875
8.4,296.83013916015625
8.5,299.7398986816406
8.6,302.61474609375
8.7,305.4560546875
8.8,308.2651672363281
8.9,311.04150390625
9.0,313.78131103515625
9.1,316.4817810058594
9.2,319.1510925292969
9.3,321.7893371582031
9.4,324.3960266113281
9.5,326.9711608886719
9.6,329.520751953125
9.7,332.0423583984375
9.8,334.5371398925781
9.9,337.0010070800781
10.0,339.4282531738281
